ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
meya1236-clause-level-order,meya1236,clause-level-order,SVO,clause-level-order-svo,,
meya1236-recipient-vs-theme,meya1236,recipient-vs-theme,R and T different,recipient-vs-theme-r-and-t-different,,
meya1236-recipient-suppletion,meya1236,recipient-suppletion,no,recipient-suppletion-no,,
moii1235-affix-order,moii1235,affix-order,S/A-V,affix-order-s-a-v,,
moii1235-affix-position,moii1235,affix-position,none,affix-position-none,,
moii1235-clause-level-order,moii1235,clause-level-order,SVO,clause-level-order-svo,,
moii1235-recipient-vs-theme,moii1235,recipient-vs-theme,R and T different,recipient-vs-theme-r-and-t-different,,
moii1235-recipient-suppletion,moii1235,recipient-suppletion,no,recipient-suppletion-no,,
siwa1245-affix-order,siwa1245,affix-order,V-U-A,affix-order-v-u-a,,
siwa1245-affix-position,siwa1245,affix-position,suffix,affix-position-suffix,,
siwa1245-clause-level-order,siwa1245,clause-level-order,SOV,clause-level-order-sov,,
siwa1245-recipient-vs-theme,siwa1245,recipient-vs-theme,R=T,recipient-vs-theme-r-t,,
siwa1245-recipient-suppletion,siwa1245,recipient-suppletion,no,recipient-suppletion-no,,
nami1256-affix-order,nami1256,affix-order,other,affix-order-other,,
nami1256-affix-position,nami1256,affix-position,suffix,affix-position-suffix,,
nami1256-clause-level-order,nami1256,clause-level-order,SOV,clause-level-order-sov,,
nami1256-recipient-vs-theme,nami1256,recipient-vs-theme,R=T,recipient-vs-theme-r-t,,
nami1256-recipient-suppletion,nami1256,recipient-suppletion,no,recipient-suppletion-no,,
orya1242-affix-order,orya1242,affix-order,V-U-A,affix-order-v-u-a,,
orya1242-affix-position,orya1242,affix-position,suffix,affix-position-suffix,,
orya1242-clause-level-order,orya1242,clause-level-order,SOV,clause-level-order-sov,,
orya1242-recipient-vs-theme,orya1242,recipient-vs-theme,R and T different,recipient-vs-theme-r-and-t-different,,
orya1242-recipient-suppletion,orya1242,recipient-suppletion,suppletion,recipient-suppletion-suppletion,,
roto1249-affix-order,roto1249,affix-order,V-S/A,affix-order-v-s-a,,
roto1249-affix-position,roto1249,affix-position,none,affix-position-none,,
roto1249-clause-level-order,roto1249,clause-level-order,SOV,clause-level-order-sov,,
roto1249-recipient-vs-theme,roto1249,recipient-vs-theme,R=T,recipient-vs-theme-r-t,,
roto1249-recipient-suppletion,roto1249,recipient-suppletion,no,recipient-suppletion-no,,
sulk1246-affix-order,sulk1246,affix-order,S/A-V,affix-order-s-a-v,,
sulk1246-affix-position,sulk1246,affix-position,none,affix-position-none,,
